SMILES,value
CCOc1nc(-c2ccc(Br)cc2)c(Sc2ccc(Cl)cc2)c(-c2ccc(N(C)C)cc2)c1C#N,5.25181
Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)NCc1cccs1,4.9467
NC(=O)c1ccc(NC(=O)COC(=O)c2c3c(nc4ccccc24)/C(=C\c2cccs2)CCC3)cc1,6.2426
Cc1ccc2nc3ccccc3c(Nc3ccc(NC(=O)Nc4ccc([N+](=O)[O-])cc4)cc3)c2c1,4.87031
CC1(C)CCc2c(c3ccccc3c3nc(-c4ccccc4C(F)(F)F)[nH]c23)O1,5.49828
COc1cc(-c2ccc3oc(-c4ccsc4)c(C#CC4(O)CCCCC4)c3c2)cc(OC)c1OC,5.42354
NC(=O)c1cc(-c2ccccc2)sc1NC(=S)Nc1ccccc1,4.14984
COc1ccc(C[Se]c2nnnn2Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,5.24742
O=[N+]([O-])c1ccc(OCC(O)Cn2c(Cc3ccccc3)nc3ccccc32)cc1,5.18316
O=C(Nc1ccc(Nc2ccncc2)cc1)c1ccc(Nc2ccnc3ccc([N+](=O)[O-])cc23)cc1[N+](=O)[O-],5.85574
COc1ccc(-c2nnc3c4cc(OC)c(OC)cc4n(Cc4ccccc4OC)cc2-3)cc1,5.05643
O=C(C1CC1)C(c1ccccc1F)N1C(=O)S/C(=C\c2ccc(F)cc2)C1=O,4.60206
N#Cc1ccc(OCCCOc2ccc(-n3cccc3)cc2)cc1,4.70705
Brc1ccc(-c2ncncc2-c2csc3ccccc23)s1,5.08092
CCc1nnc(NC(=O)Cn2c(-c3ccccc3)cc(-c3ccccc3)c2-c2ccc(Br)cc2)s1,4.33602
Oc1cc(O)cc(OCCCOc2ccc(-n3cccc3)cc2)c1,5.01751
CCCCCCCC1CC(O)c2ccc(O)cc2O1,4.02426
C=C(C)CN1CCN(c2cc(C)nc3c(-c4ccc(OC)c(OC)c4)c(C)nn23)CC1,4.14976
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H]2N(NCCCc3ccnc4ccccc34)C(=O)O[C@@]21C,5.82408
CCc1ccc(NC(=O)CSc2ccccn2)cc1,4.65539
CC(C)c1ccc(-n2c(=O)oc3ccc(Cl)cc3c2=S)cc1,6.15051
CCN(CC)c1ccc(/C=C(/C#N)c2nc3cc(OC)ccc3[nH]2)c(OC)c1,4.06168
O=C(CC(O)(C(F)(F)F)C(F)(F)F)Nc1ccc(Cl)cc1Cl,4.75544
O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)Nc1nc2ccc([N+](=O)[O-])cc2s1,5.12436
O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)Nc1nc2ccccc2s1,4.47173
O=C(CCCc1cccc(Oc2ccccc2)c1)Nc1cccc(Cl)c1,4.20867
O=C1c2ccccc2C2=Nc3cc(Cl)ccc3OC12O,4.66779
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,5.49894
O=C1CC(Cc2ccccc2)C(=O)N1c1nc2ccccc2n1Cc1ccccc1,4.3147
CC(C)(C)c1ccc(-c2noc(-c3cccnc3)n2)cc1,4.32149
FC(F)(F)c1ccc(CNc2nc(N3CCCCC3)nc3ccccc23)cc1,4.83342
CCn1c(=O)c(C(=O)Nc2nc3ccccc3[nH]2)c(O)c2ccccc21,6.41117
N#CC(C(=O)C12CC3CC(CC(C3)C1)C2)c1nc2ccccc2[nH]1,5.00895
O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CN3CCN(c4nc(=O)c5cc(C(F)(F)F)cc([N+](=O)[O-])c5s4)CC3)CS[C@H]12,4.18609
O=C(CSc1nc2ccccc2s1)Nc1ccc(Br)cc1,3.7728
CCOC(=O)c1cc(C(C)Oc2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)on1,5.03039
